"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id"
"Công ty TNHH Nguyễn Cầm Phong Bảo","số 53, xóm 7, thôn 10, xã Đông Thuận, huyện Thới Lai, thành phố Cần Thơ","số 53, xóm 7, thôn 10, xã Đông Thuận, huyện Thới Lai","thành phố Cần Thơ","VN-CT","900000","VN","029266562043","0963731057","hotro@nguyencamphongbao.vn","nguyencamphongbao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1850372818"
"Công ty TNHH Dương Yến","số 109, hẻm 80, đường Nguyễn Tài Hưng, phường Văn Chương, quận Đống Đa, thành phố Hà Nội","số 109, hẻm 80, đường Nguyễn Tài Hưng, phường Văn Chương, quận Đống Đa","thành phố Hà Nội","VN-HN","100000","VN","0247366243","0948683965","hotro@duongyen.vn","duongyen.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0175539961"
"Công ty TNHH Phan Thành Ý Bảo","số 837, hẻm Triết Nghĩa, đường Màu Vũ Quảng, phường Linh Tây, quận Thủ Đức, thành phố Hồ Chí Minh","số 837, hẻm Triết Nghĩa, đường Màu Vũ Quảng, phường Linh Tây, quận Thủ Đức","thành phố Hồ Chí Minh","VN-SG","700000","VN","02573791373","0949737514","hotro@phanthanhybao.vn","phanthanhybao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0391773272"
"Công ty TNHH Lê Nhi Phú Triệu","số 765, hẻm 88, đường Đỗ Ninh Thăng, phường An Lạc A, quận Bình Tân, thành phố Hồ Chí Minh","số 765, hẻm 88, đường Đỗ Ninh Thăng, phường An Lạc A, quận Bình Tân","thành phố Hồ Chí Minh","VN-SG","700000","VN","02723573296","0907412148","hotro@lenhiphutrieu.vn","lenhiphutrieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0397127595"
"Công ty TNHH Phan Trung Ái","số 44, đường Nam Việt, phường Gia Viên, quận Ngô Quyền, thành phố Hải Phòng","số 44, đường Nam Việt, phường Gia Viên, quận Ngô Quyền","thành phố Hải Phòng","VN-HP","180000","VN","022562983314","0940247041","hotro@phantrungai.vn","phantrungai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0286594527"
"Công ty TNHH Võ Nữ Chiêu","số 294, xóm 5, thôn Hạnh Ðạt, xã An Thái, huyện An Lão, thành phố Hải Phòng","số 294, xóm 5, thôn Hạnh Ðạt, xã An Thái, huyện An Lão","thành phố Hải Phòng","VN-HP","180000","VN","02257167266","0889068511","hotro@vonuchieu.vn","vonuchieu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0212226610"
"Công ty TNHH Nguyễn Giao Duyên Kim","số 768, đường Vũ Ngạn Huy, phường Tân Chánh Hiệp, quận Quận 12, thành phố Hồ Chí Minh","số 768, đường Vũ Ngạn Huy, phường Tân Chánh Hiệp, quận Quận 12","thành phố Hồ Chí Minh","VN-SG","700000","VN","027254137154","0921224456","hotro@nguyengiaoduyenkim.vn","nguyengiaoduyenkim.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0391854916"
"Công ty TNHH Bồ Giao Trà Ân","số 530, hẻm Mi Diễm, đường Vy Trúc, phường Xuân Tảo, quận Bắc Từ Liêm, thành phố Hà Nội","số 530, hẻm Mi Diễm, đường Vy Trúc, phường Xuân Tảo, quận Bắc Từ Liêm","thành phố Hà Nội","VN-HN","100000","VN","02444554480","0910534692","hotro@bogiaotraan.vn","bogiaotraan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0167835161"
"Công ty TNHH Lê Uyển Yến Cao","số 521, xóm Hợp Viễn, thôn 5, xã Tảo Dương Văn, huyện Ứng Hòa, thành phố Hà Nội","số 521, xóm Hợp Viễn, thôn 5, xã Tảo Dương Văn, huyện Ứng Hòa","thành phố Hà Nội","VN-HN","100000","VN","0247357740","0923871657","hotro@leuyenyencao.vn","leuyenyencao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0164449715"
"Công ty TNHH Nguyễn Chinh Thương","số 788, hẻm Nữ Cẩm, đường Triều Phượng, phường Tân Thới Hòa, quận Tân Phú, thành phố Hồ Chí Minh","số 788, hẻm Nữ Cẩm, đường Triều Phượng, phường Tân Thới Hòa, quận Tân Phú","thành phố Hồ Chí Minh","VN-SG","700000","VN","0251777964405","0862403677","hotro@nguyenchinhthuong.vn","nguyenchinhthuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0331595461"
"Công ty TNHH Phạm Hãn Tâm Tài","số 45, xóm 3, thôn 7, xã Liên Hà, huyện Đan Phượng, thành phố Hà Nội","số 45, xóm 3, thôn 7, xã Liên Hà, huyện Đan Phượng","thành phố Hà Nội","VN-HN","100000","VN","02422400163","0960376064","hotro@phamhantamtai.vn","phamhantamtai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0149004808"
"Công ty TNHH Nguyễn Linh","số 130, đường Nguyễn Duệ Trang, phường Linh Tây, quận Thủ Đức, thành phố Hồ Chí Minh","số 130, đường Nguyễn Duệ Trang, phường Linh Tây, quận Thủ Đức","thành phố Hồ Chí Minh","VN-SG","700000","VN","0274777958667","0887674395","hotro@nguyenlinh.vn","nguyenlinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0324058275"
"Công ty TNHH Hoàng Tài Quốc Trang","số 902, xóm 8, thôn 5, xã Yên Thường, huyện Gia Lâm, thành phố Hà Nội","số 902, xóm 8, thôn 5, xã Yên Thường, huyện Gia Lâm","thành phố Hà Nội","VN-HN","100000","VN","0247375732","0974531781","hotro@hoangtaiquoctrang.vn","hoangtaiquoctrang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0134980333"
"Công ty TNHH Phan Ngạn Khải","số 570, đường Huỳnh Khánh San, phường Vạn Phúc, quận Hà Đông, thành phố Hà Nội","số 570, đường Huỳnh Khánh San, phường Vạn Phúc, quận Hà Đông","thành phố Hà Nội","VN-HN","100000","VN","02422252090","0892177730","hotro@phanngankhai.vn","phanngankhai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0121457274"
"Công ty TNHH Phạm Ðình","số 988, xóm 10, thôn 4, xã Đông Hiệp, huyện Cờ Đỏ, thành phố Cần Thơ","số 988, xóm 10, thôn 4, xã Đông Hiệp, huyện Cờ Đỏ","thành phố Cần Thơ","VN-CT","900000","VN","02927365830","0996006246","hotro@phamðinh.vn","phamðinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1886244784"
"Công ty TNHH Lê Minh","số 32, đường Nguyễn Quỳnh Tôn, phường 3, quận Bình Thạnh, thành phố Hồ Chí Minh","số 32, đường Nguyễn Quỳnh Tôn, phường 3, quận Bình Thạnh","thành phố Hồ Chí Minh","VN-SG","700000","VN","02717329644","0882437378","hotro@leminh.vn","leminh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0347119411"
"Công ty TNHH Hoàng Huỳnh Hà Văn","số 738, xóm 7, thôn 8, xã Vĩnh Lộc B, huyện Bình Chánh, thành phố Hồ Chí Minh","số 738, xóm 7, thôn 8, xã Vĩnh Lộc B, huyện Bình Chánh","thành phố Hồ Chí Minh","VN-SG","700000","VN","0218777987436","0939922272","hotro@hoanghuynhhavan.vn","hoanghuynhhavan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0391648285"
"Công ty TNHH Vũ Diệp","số 478, xóm 6, thôn Kha Hương, xã Phước Lộc, huyện Nhà Bè, thành phố Hồ Chí Minh","số 478, xóm 6, thôn Kha Hương, xã Phước Lộc, huyện Nhà Bè","thành phố Hồ Chí Minh","VN-SG","700000","VN","02593565553","0901274489","hotro@vudiep.vn","vudiep.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0394151517"
"Công ty TNHH Trần Sỹ Ðức","số 900, đường Vũ Mỹ Khúc, phường Phước Mỹ, quận Sơn Trà, thành phố Đà Nẵng","số 900, đường Vũ Mỹ Khúc, phường Phước Mỹ, quận Sơn Trà","thành phố Đà Nẵng","VN-DN","550000","VN","023645055240","0923485896","hotro@transyðuc.vn","transyðuc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0494815011"
"Công ty TNHH Nguyễn Sáng Phong","số 456, xóm 7, thôn Vi Ly, xã Trường Thịnh, huyện Ứng Hòa, thành phố Hà Nội","số 456, xóm 7, thôn Vi Ly, xã Trường Thịnh, huyện Ứng Hòa","thành phố Hà Nội","VN-HN","100000","VN","024777965240","0893193895","hotro@nguyensangphong.vn","nguyensangphong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0120136116"
"Công ty TNHH Nguyễn Tạ","số 623, đường Siêu Ðại, phường 12, quận Tân Bình, thành phố Hồ Chí Minh","số 623, đường Siêu Ðại, phường 12, quận Tân Bình","thành phố Hồ Chí Minh","VN-SG","700000","VN","02357365757","0973353189","hotro@nguyenta.vn","nguyenta.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0377507914"
"Công ty TNHH Trần Nga Quảng","số 684, xóm 10, thôn 10, xã Đoàn Lập, huyện Tiên Lãng, thành phố Hải Phòng","số 684, xóm 10, thôn 10, xã Đoàn Lập, huyện Tiên Lãng","thành phố Hải Phòng","VN-HP","180000","VN","02257147910","0973020226","hotro@tranngaquang.vn","tranngaquang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0253637528"
"Công ty TNHH Phan Diễm","số 148, đường Văn Dạ, phường Hiệp Bình Phước, quận Thủ Đức, thành phố Hồ Chí Minh","số 148, đường Văn Dạ, phường Hiệp Bình Phước, quận Thủ Đức","thành phố Hồ Chí Minh","VN-SG","700000","VN","02147395378","0947662446","hotro@phandiem.vn","phandiem.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0350432325"
"Công ty TNHH Trần Hữu","số 776, hẻm Cảnh Lam, đường Hồng Khúc, phường 10, quận Quận 8, thành phố Hồ Chí Minh","số 776, hẻm Cảnh Lam, đường Hồng Khúc, phường 10, quận Quận 8","thành phố Hồ Chí Minh","VN-SG","700000","VN","025162757284","0944199814","hotro@tranhuu.vn","tranhuu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0361085863"
"Công ty TNHH Lê Nghĩa","số 416, xóm 4, thôn 8, xã Xuân Đình, huyện Phúc Thọ, thành phố Hà Nội","số 416, xóm 4, thôn 8, xã Xuân Đình, huyện Phúc Thọ","thành phố Hà Nội","VN-HN","100000","VN","0243752750","0967243357","hotro@lenghia.vn","lenghia.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0124072513"
"Công ty TNHH Phạm My Nam Lương","số 302, xóm 7, thôn 3, xã Hiệp Phước, huyện Nhà Bè, thành phố Hồ Chí Minh","số 302, xóm 7, thôn 3, xã Hiệp Phước, huyện Nhà Bè","thành phố Hồ Chí Minh","VN-SG","700000","VN","02567378726","0993125588","hotro@phammynamluong.vn","phammynamluong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0381384292"
"Công ty TNHH Đặng Phúc","số 592, xóm 9, thôn Tuấn An, xã Văn Võ, huyện Chương Mỹ, thành phố Hà Nội","số 592, xóm 9, thôn Tuấn An, xã Văn Võ, huyện Chương Mỹ","thành phố Hà Nội","VN-HN","100000","VN","024777966902","0915317687","hotro@dangphuc.vn","dangphuc.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0178898808"
"Công ty TNHH Nguyễn Phú","số 8, xóm 1, thôn 5, xã Vân Tảo, huyện Thường Tín, thành phố Hà Nội","số 8, xóm 1, thôn 5, xã Vân Tảo, huyện Thường Tín","thành phố Hà Nội","VN-HN","100000","VN","02444577708","0884392639","hotro@nguyenphu.vn","nguyenphu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0193521857"
"Công ty TNHH Nguyễn Chiến Hạo","số 454, đường Nam Khúc, phường Thới Long, quận Ô Môn, thành phố Cần Thơ","số 454, đường Nam Khúc, phường Thới Long, quận Ô Môn","thành phố Cần Thơ","VN-CT","900000","VN","02927198987","0999853503","hotro@nguyenchienhao.vn","nguyenchienhao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1884488400"
"Công ty TNHH Đỗ Phương Hiển Mai","số 345, đường Trà Đăng, phường 22, quận Bình Thạnh, thành phố Hồ Chí Minh","số 345, đường Trà Đăng, phường 22, quận Bình Thạnh","thành phố Hồ Chí Minh","VN-SG","700000","VN","023444584820","0937722971","hotro@dophuonghienmai.vn","dophuonghienmai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0383234801"
"Công ty TNHH Phạm Bích Thy","số 442, xóm 4, thôn 2, xã Hòa Phú, huyện Củ Chi, thành phố Hồ Chí Minh","số 442, xóm 4, thôn 2, xã Hòa Phú, huyện Củ Chi","thành phố Hồ Chí Minh","VN-SG","700000","VN","0243740102","0935594318","hotro@phambichthy.vn","phambichthy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0323644808"
"Công ty TNHH Hoàng Ðăng","số 467, đường Phạm Duyên Bách, phường 3, quận Quận 10, thành phố Hồ Chí Minh","số 467, đường Phạm Duyên Bách, phường 3, quận Quận 10","thành phố Hồ Chí Minh","VN-SG","700000","VN","0206777906691","0943261618","hotro@hoangðang.vn","hoangðang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0323182599"
"Công ty TNHH Nguyễn Yến Thắm Tuyết","số 658, đường Trần Vi Triều, phường An Lạc A, quận Bình Tân, thành phố Hồ Chí Minh","số 658, đường Trần Vi Triều, phường An Lạc A, quận Bình Tân","thành phố Hồ Chí Minh","VN-SG","700000","VN","02357389418","0996914172","hotro@nguyenyenthamtuyet.vn","nguyenyenthamtuyet.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0330812450"
"Công ty TNHH Trần Ðại","số 794, đường Nguyễn Lý Hữu, phường Linh Đông, quận Thủ Đức, thành phố Hồ Chí Minh","số 794, đường Nguyễn Lý Hữu, phường Linh Đông, quận Thủ Đức","thành phố Hồ Chí Minh","VN-SG","700000","VN","02093535962","0992221670","hotro@tranðai.vn","tranðai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0325656559"
