"name","street","street2","city","state_id","zip","country_id","phone","mobile","email","website","lang","salesperson","pricelist","supplier currency","account receivable","account payable","tax id","company_id","company_type"
"Công ty TNHH Nguyễn Dao Quỳnh","số 992, đường Nguyễn Như Hải","phường Nguyễn Trung Trực, quận Ba Đình","Hà Nội","VN-HN","100000","84","02454352880","0872633013","hotro@nguyendaoquynh.vn","nguyendaoquynh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0117287131","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Ý Hùng","số 331, hẻm 91","đường Mẫn Trâm, phường 1, quận Quận 11","Hồ Chí Minh","VN-SG","700000","84","022063391136","0962697625","hotro@hoangyhung.vn","hoangyhung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0351910012","UIT.IS336.L12.4","company"
"Công ty TNHH Võ Trầm Tâm Hoa","số 475, đường Trần Ðại Hiểu","phường 22, quận Bình Thạnh","Hồ Chí Minh","VN-SG","700000","84","027166498484","0994836903","hotro@votramtamhoa.vn","votramtamhoa.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0397012760","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Thế Yên","số 239, đường Vĩnh Ðinh","phường Thịnh Quang, quận Đống Đa","Hà Nội","VN-HN","100000","84","024777918734","0920165680","hotro@nguyentheyen.vn","nguyentheyen.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0187922625","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Uyên Yên Ðắc","số 869, đường Bàn Huệ Tùng","thị trấn Phúc Thọ, huyện Phúc Thọ","Hà Nội","VN-HN","100000","84","02463355348","0992549339","hotro@nguyenuyenyenðac.vn","nguyenuyenyenðac.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0153678085","UIT.IS336.L12.4","company"
"Công ty TNHH Bùi Thành Ðôn Mai","số 988, đường Như Huyền","phường Đồng Hòa, quận Kiến An","Hải Phòng","VN-HP","180000","84","022522072509","0932975188","hotro@buithanhðonmai.vn","buithanhðonmai.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0286719098","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Vạn","số 692, hẻm 29","đường Phạm Hưng Giáng, phường Hòa Cường Nam, quận Hải Châu","Đà Nẵng","VN-DN","550000","84","02367155541","0933205940","hotro@nguyenvan.vn","nguyenvan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0444814949","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Hoa Hảo","số 7, đường Ong Duy Cẩm","phường Sơn Đông, thị xã Sơn Tây","Hà Nội","VN-HN","100000","84","0243796154","0975287738","hotro@nguyenhoahao.vn","nguyenhoahao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0164051854","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Mạnh Thọ Chiến","số 117, hẻm 95","đường Mộc Duyệt Diễm, phường 14, quận Bình Thạnh","Hồ Chí Minh","VN-SG","700000","84","02454343306","0884476351","hotro@nguyenmanhthochien.vn","nguyenmanhthochien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0346100265","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Ðông Thùy","số 727, xóm 7","thôn 5, xã Kim Nỗ, huyện Đông Anh","Hà Nội","VN-HN","100000","84","0247119535","0890347284","hotro@phamðongthuy.vn","phamðongthuy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0135565572","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Tráng Ý","số 282, đường Nguyễn Quý Viết","phường 13, quận Quận 6","Hồ Chí Minh","VN-SG","700000","84","0235777921848","0990037686","hotro@trantrangy.vn","trantrangy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0327716571","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Đức Triết Khả","số 723, đường Phan Ðạo Nhân","phường 4, quận Tân Bình","Hồ Chí Minh","VN-SG","700000","84","021644553051","0960332927","hotro@phanductrietkha.vn","phanductrietkha.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0387407437","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Hành Vương","số 735, xóm 3","thôn Ái Viễn, xã Tân Hưng, huyện Sóc Sơn","Hà Nội","VN-HN","100000","84","0247325889","0943657695","hotro@lehanhvuong.vn","lehanhvuong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0117106111","UIT.IS336.L12.4","company"
"Công ty TNHH Luyện Thống Doanh Mộng","số 781, xóm 9","thôn Cúc Thy, xã Ngọc Mỹ, huyện Quốc Oai","Hà Nội","VN-HN","100000","84","0247311844","0890304961","hotro@luyenthongdoanhmong.vn","luyenthongdoanhmong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0127153261","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Kiều Khánh Dạ","số 731, xóm 7","thôn Ân Thúy, xã Hiệp Hòa, huyện Vĩnh Bảo","Hải Phòng","VN-HP","180000","84","022562937883","0948985240","hotro@lekieukhanhda.vn","lekieukhanhda.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0278641855","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Thắng","số 16, đường Nghiêm Chính","phường Phú Lương, quận Hà Đông","Hà Nội","VN-HN","100000","84","02454421757","0893989887","hotro@lethang.vn","lethang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0151283862","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Sáng Nghi","số 11, xóm 10","thôn 6, xã Thới Tam Thôn, huyện Hóc Môn","Hồ Chí Minh","VN-SG","700000","84","02844568026","0990513383","hotro@phamsangnghi.vn","phamsangnghi.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0317417209","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Chế","số 678, đường Hào Thiệu","phường Tân Phú, quận Quận 7","Hồ Chí Minh","VN-SG","700000","84","023545033076","0874619877","hotro@tranche.vn","tranche.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0370167604","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Yên Trung","số 750, đường Phạm Liễu Trúc","phường Thạnh Xuân, quận Quận 12","Hồ Chí Minh","VN-SG","700000","84","02997182504","0977260480","hotro@nguyenyentrung.vn","nguyenyentrung.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0394000885","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Giao Hường Thịnh","số 92, xóm 8","thôn 4, xã Vĩnh Lộc B, huyện Bình Chánh","Hồ Chí Minh","VN-SG","700000","84","026154395127","0994912335","hotro@nguyengiaohuongthinh.vn","nguyengiaohuongthinh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0398684760","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Cúc An","số 71, đường Huỳnh Chính Nhã","phường Phù Liễn, quận Kiến An","Hải Phòng","VN-HP","180000","84","02257123602","0977948281","hotro@nguyencucan.vn","nguyencucan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0218417568","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Khanh Trọng","số 428, đường Vũ Sinh Khánh","phường Bình Hưng Hòa B, quận Bình Tân","Hồ Chí Minh","VN-SG","700000","84","02717118526","0939427702","hotro@trankhanhtrong.vn","trankhanhtrong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0347418416","UIT.IS336.L12.4","company"
"Công ty TNHH Huỳnh Bá","số 311, xóm Chấn Hào","thôn Trí Thường, xã An Thái, huyện An Lão","Hải Phòng","VN-HP","180000","84","022566738275","0995478022","hotro@huynhba.vn","huynhba.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0210276248","UIT.IS336.L12.4","company"
"Công ty TNHH Phan Nhàn Lương","số 673, đường Bảo Bình","phường 1, quận Quận 4","Hồ Chí Minh","VN-SG","700000","84","02067305880","0964778459","hotro@phannhanluong.vn","phannhanluong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0327497308","UIT.IS336.L12.4","company"
"Công ty TNHH Vũ Hạnh","số 26, xóm 9","thôn 3, xã Lưu Hoàng, huyện Ứng Hòa","Hà Nội","VN-HN","100000","84","02445060937","0996823247","hotro@vuhanh.vn","vuhanh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0144466850","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Kiều Vân","số 454, đường Quân An","phường Tân Chánh Hiệp, quận Quận 12","Hồ Chí Minh","VN-SG","700000","84","0247309861","0900500435","hotro@nguyenkieuvan.vn","nguyenkieuvan.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0362183128","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Thiên","số 522, xóm 9","thôn 9, xã Đan Phượng, huyện Đan Phượng","Hà Nội","VN-HN","100000","84","0243523477","0903624908","hotro@nguyenthien.vn","nguyenthien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0186754652","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Phượng Kiệt Lưu","số 566, hẻm 40","đường Trần Ðạo Sỹ, phường Ngọc Thụy, quận Long Biên","Hà Nội","VN-HN","100000","84","02422064901","0972471513","hotro@nguyenphuongkietluu.vn","nguyenphuongkietluu.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0140942466","UIT.IS336.L12.4","company"
"Công ty TNHH Hoàng Hồ","số 574, đường Bảo Thúy","phường Khuê Mỹ, quận Ngũ Hành Sơn","Đà Nẵng","VN-DN","550000","84","02363570615","0917278660","hotro@hoangho.vn","hoangho.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0455491960","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn San Cương Hạ","số 766, xóm 5","thôn 5, xã Thới Tam Thôn, huyện Hóc Môn","Hồ Chí Minh","VN-SG","700000","84","02107335922","0994283102","hotro@nguyensancuongha.vn","nguyensancuongha.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0312283726","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Tường Hồng","số 127, hẻm 91","đường Võ Khiêm Tuyết, thị trấn Văn Điển, huyện Thanh Trì","Hà Nội","VN-HN","100000","84","02466974695","0995044949","hotro@nguyentuonghong.vn","nguyentuonghong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0168970002","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Trâm","số 301, hẻm Phượng Lam","đường Hồ Toàn Huệ, phường 3, quận Phú Nhuận","Hồ Chí Minh","VN-SG","700000","84","025644548504","0995952620","hotro@nguyentram.vn","nguyentram.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0354030756","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Quang","số 885, xóm 9","thôn Ðào Thi, xã Kiến Thiết, huyện Tiên Lãng","Hải Phòng","VN-HP","180000","84","02257328000","0994771960","hotro@nguyenquang.vn","nguyenquang.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0280531390","UIT.IS336.L12.4","company"
"Công ty TNHH Phạm Hiền","số 603, đường Văn Lưu","phường Giảng Võ, quận Ba Đình","Hà Nội","VN-HN","100000","84","02454340867","0985246678","hotro@phamhien.vn","phamhien.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0138578774","UIT.IS336.L12.4","company"
"Công ty TNHH Mâu Khương Hào","số 20, đường Nguyễn Ðoàn Bích","phường 14, quận Quận 6","Hồ Chí Minh","VN-SG","700000","84","029354168744","0991261119","hotro@maukhuonghao.vn","maukhuonghao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0363953200","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn My Trác Dương","số 640, đường Hoàng Trọng Lệ","phường An Hoà, quận Ninh Kiều","Cần Thơ","VN-CT","900000","84","0292777937068","0966127728","hotro@nguyenmytracduong.vn","nguyenmytracduong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1825398608","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Liêm Diễm Quỳnh","số 748, xóm 2","thôn Phú Chi, xã Thạnh An, huyện Vĩnh Thạnh","Cần Thơ","VN-CT","900000","84","029262584793","0990810846","hotro@nguyenliemdiemquynh.vn","nguyenliemdiemquynh.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","1826709640","UIT.IS336.L12.4","company"
"Công ty TNHH Nguyễn Hành Bích Vy","số 99, xóm 2","thôn Tấn Phong, xã Liên Mạc, huyện Mê Linh","Hà Nội","VN-HN","100000","84","0243513064","0939362746","hotro@nguyenhanhbichvy.vn","nguyenhanhbichvy.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0177943506","UIT.IS336.L12.4","company"
"Công ty TNHH Lê Hạo","số 530, đường Thiện Ban","phường Nại Hiên Đông, quận Sơn Trà","Đà Nẵng","VN-DN","550000","84","023654021319","0991550038","hotro@lehao.vn","lehao.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0418966590","UIT.IS336.L12.4","company"
"Công ty TNHH Trần Hồng","số 178, đường Lê Võ Vinh","phường Trung Mỹ Tây, quận Quận 12","Hồ Chí Minh","VN-SG","700000","84","02693949057","0896305900","hotro@tranhong.vn","tranhong.vn","Vietnamese / Tiếng Việt","Admin UIT.IS336.L12.4","Bảng giá niêm yết (VND)","VND","131 Khoản phải thu của khách hàng","331 Phải trả cho người bán","0374719362","UIT.IS336.L12.4","company"
